active,component_name,component_version,created,cvssv3,cvssv3_score,cvssv4,cvssv4_score,cwe,date,defect_review_requested_by,defect_review_requested_by_id,description,duplicate,duplicate_finding,duplicate_finding_id,dynamic_finding,effort_for_fixing,epss_percentile,epss_score,false_p,file_path,finding_group,fix_available,has_finding_group,has_jira_configured,has_jira_group_issue,has_jira_issue,hash_code,id,impact,is_mitigated,kev_date,known_exploited,last_reviewed,last_reviewed_by,last_reviewed_by_id,last_status_update,line,mitigated,mitigated_by,mitigated_by_id,mitigation,nb_occurences,numerical_severity,out_of_scope,param,payload,pgh_event_models,pk,planned_remediation_date,planned_remediation_version,publish_date,ransomware_used,references,reporter,reporter_id,review_requested_by,review_requested_by_id,risk_accepted,sast_sink_object,sast_source_file_path,sast_source_line,sast_source_object,scanner_confidence,service,severity,severity_justification,sla_age,sla_age_days,sla_days_remaining,sla_deadline,sla_expiration_date,sla_start_date,sonarqube_issue,sonarqube_issue_id,static_finding,steps_to_reproduce,test,test_id,thread_id,title,under_defect_review,under_review,unique_id_from_tool,url,verified,violates_sla,vuln_id_from_tool,test,found_by,engagement_id,engagement,product_id,product,endpoints,vulnerability_ids,tags
True,jsonwebtoken,0.4.0,2025-11-03 13:39:12.682914+00:00,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:L/I:H/A:L,6.4,,,287,2025-11-03,,,"jsonwebtoken: Insecure default algorithm in jwt.verify() could lead to signature validation bypass NEWLINE **Target:** Node.js NEWLINE **Type:** node-pkg NEWLINE **Fixed version:** 9.0.0 NEWLINE  NEWLINE In versions `<=8.5.1` of `jsonwebtoken` library, lack of algorithm definition in the `jwt.verify()` function can lead to signature validation bypass due to defaulting to the `none` algorithm for signature verification. Users are affected if you do not specify algorithms in the `jwt.verify()` function. This issue has been fixed, please update to version 9.0.0 which removes the default support for the none algorithm in the `jwt.verify()` method. There will be no impact, if you update to version 9.0.0 and you don’t need to allow for the `none` algorithm. If you need 'none' algorithm, you have to explicitly specify that in `jwt.verify()` options. NEWLINE ",False,,,False,,,,False,juice-shop/node_modules/jsonwebtoken/package.json,,True,False,,False,,a9f7d264497c5231f7d557fb4fc507924e18fceec3ea0d97527b01d61cc612b1,1150,fixed,False,,False,2025-11-03 13:39:12.388019+00:00,Admin User (admin),1,2025-11-03 13:39:12.682895+00:00,,,,,9.0.0,,S2,False,,,,,,,,False,https://access.redhat.com/security/cve/CVE-2022-23540 NEWLINE https://github.com/auth0/node-jsonwebtoken NEWLINE https://github.com/auth0/node-jsonwebtoken/commit/e1fa9dcc12054a8681db4e6373da1b30cf7016e3 NEWLINE https://github.com/auth0/node-jsonwebtoken/security/advisories/GHSA-qwph-4952-7xr6 NEWLINE https://nvd.nist.gov/vuln/detail/CVE-2022-23540 NEWLINE https://security.netapp.com/advisory/ntap-20240621-0007 NEWLINE https://security.netapp.com/advisory/ntap-20240621-0007/ NEWLINE https://www.cve.org/CVERecord?id=CVE-2022-23540,Admin User (admin),1,,,False,,,,,,,Medium,,,90,90,2026-02-01,2026-02-01,,,,True,,Trivy Scan,33,0,CVE-2022-23540 Jsonwebtoken 0.4.0,False,False,,,True,,,,Trivy Scan,1,Labs Security Testing,1,Juice Shop,,CVE-2022-23540,
True,jsonwebtoken,0.4.0,2025-11-03 13:39:12.690638+00:00,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:L/I:L/A:L,5.0,,,287,2025-11-03,,,"jsonwebtoken: Insecure implementation of key retrieval function could lead to Forgeable Public/Private Tokens from RSA to HMAC NEWLINE **Target:** Node.js NEWLINE **Type:** node-pkg NEWLINE **Fixed version:** 9.0.0 NEWLINE  NEWLINE jsonwebtoken is an implementation of JSON Web Tokens. Versions `<= 8.5.1` of `jsonwebtoken` library can be misconfigured so that passing a poorly implemented key retrieval function referring to the `secretOrPublicKey` argument from the readme link will result in incorrect verification of tokens. There is a possibility of using a different algorithm and key combination in verification, other than the one that was used to sign the tokens. Specifically, tokens signed with an asymmetric public key could be verified with a symmetric HS256 algorithm. This can lead to successful validation of  forged tokens. If your application is supporting usage of both symmetric key and asymmetric key in jwt.verify() implementation with the same key retrieval function. This issue has been patched, please update to version 9.0.0. NEWLINE ",False,,,False,,,,False,juice-shop/node_modules/jsonwebtoken/package.json,,True,False,,False,,07d8979333c335df4ea719fc38c6d1adfce328ac61183a8a39817219f38ea222,1151,fixed,False,,False,2025-11-03 13:39:12.388019+00:00,Admin User (admin),1,2025-11-03 13:39:12.690618+00:00,,,,,9.0.0,,S2,False,,,,,,,,False,https://access.redhat.com/security/cve/CVE-2022-23541 NEWLINE https://github.com/auth0/node-jsonwebtoken NEWLINE https://github.com/auth0/node-jsonwebtoken/commit/e1fa9dcc12054a8681db4e6373da1b30cf7016e3 NEWLINE https://github.com/auth0/node-jsonwebtoken/releases/tag/v9.0.0 NEWLINE https://github.com/auth0/node-jsonwebtoken/security/advisories/GHSA-hjrf-2m68-5959 NEWLINE https://nvd.nist.gov/vuln/detail/CVE-2022-23541 NEWLINE https://security.netapp.com/advisory/ntap-20240621-0007 NEWLINE https://security.netapp.com/advisory/ntap-20240621-0007/ NEWLINE https://www.cve.org/CVERecord?id=CVE-2022-23541,Admin User (admin),1,,,False,,,,,,,Medium,,,90,90,2026-02-01,2026-02-01,,,,True,,Trivy Scan,33,0,CVE-2022-23541 Jsonwebtoken 0.4.0,False,False,,,True,,,,Trivy Scan,1,Labs Security Testing,1,Juice Shop,,CVE-2022-23541,
True,lodash,2.4.2,2025-11-03 13:39:12.711550+00:00,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:L,5.6,,,400,2025-11-03,,,"lodash: Prototype pollution in utilities function NEWLINE **Target:** Node.js NEWLINE **Type:** node-pkg NEWLINE **Fixed version:** >=4.17.11 NEWLINE  NEWLINE A prototype pollution vulnerability was found in lodash <4.17.11 where the functions merge, mergeWith, and defaultsDeep can be tricked into adding or modifying properties of Object.prototype. NEWLINE ",False,,,False,,,,False,juice-shop/node_modules/sanitize-html/node_modules/lodash/package.json,,True,False,,False,,470e55cb991dd1e117a218a93989546cbe6232550240d072383a199cd9dd2e60,1154,fixed,False,,False,2025-11-03 13:39:12.388019+00:00,Admin User (admin),1,2025-11-03 13:39:12.711531+00:00,,,,,>=4.17.11,,S2,False,,,,,,,,False,https://access.redhat.com/security/cve/CVE-2018-16487 NEWLINE https://github.com/advisories/GHSA-4xc9-xhrj-v574 NEWLINE https://github.com/lodash/lodash/commit/90e6199a161b6445b01454517b40ef65ebecd2ad NEWLINE https://github.com/rubysec/ruby-advisory-db/blob/master/gems/lodash-rails/CVE-2018-16487.yml NEWLINE https://hackerone.com/reports/380873 NEWLINE https://nvd.nist.gov/vuln/detail/CVE-2018-16487 NEWLINE https://security.netapp.com/advisory/ntap-20190919-0004 NEWLINE https://security.netapp.com/advisory/ntap-20190919-0004/ NEWLINE https://www.cve.org/CVERecord?id=CVE-2018-16487 NEWLINE https://www.npmjs.com/advisories/782,Admin User (admin),1,,,False,,,,,,,Medium,,,90,90,2026-02-01,2026-02-01,,,,True,,Trivy Scan,33,0,CVE-2018-16487 Lodash 2.4.2,False,False,,,True,,,,Trivy Scan,1,Labs Security Testing,1,Juice Shop,,CVE-2018-16487,
True,lodash,2.4.2,2025-11-03 13:39:12.725183+00:00,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,6.5,,,400,2025-11-03,,,"lodash: uncontrolled resource consumption in Data handler causing denial of service NEWLINE **Target:** Node.js NEWLINE **Type:** node-pkg NEWLINE **Fixed version:** 4.17.11 NEWLINE  NEWLINE lodash prior to 4.17.11 is affected by: CWE-400: Uncontrolled Resource Consumption. The impact is: Denial of service. The component is: Date handler. The attack vector is: Attacker provides very long strings, which the library attempts to match using a regular expression. The fixed version is: 4.17.11. NEWLINE ",False,,,False,,,,False,juice-shop/node_modules/sanitize-html/node_modules/lodash/package.json,,True,False,,False,,3e97a2d87baa7011971620cb578a652748c261c8d87c7706994e356afb581fc9,1156,fixed,False,,False,2025-11-03 13:39:12.388019+00:00,Admin User (admin),1,2025-11-03 13:39:12.725164+00:00,,,,,4.17.11,,S2,False,,,,,,,,False,https://access.redhat.com/security/cve/CVE-2019-1010266 NEWLINE https://github.com/advisories/GHSA-x5rq-j2xg-h7qm NEWLINE https://github.com/lodash/lodash/commit/5c08f18d365b64063bfbfa686cbb97cdd6267347 NEWLINE https://github.com/lodash/lodash/issues/3359 NEWLINE https://github.com/lodash/lodash/wiki/Changelog NEWLINE https://github.com/rubysec/ruby-advisory-db/blob/master/gems/lodash-rails/CVE-2019-1010266.yml NEWLINE https://nvd.nist.gov/vuln/detail/CVE-2019-1010266 NEWLINE https://security.netapp.com/advisory/ntap-20190919-0004 NEWLINE https://security.netapp.com/advisory/ntap-20190919-0004/ NEWLINE https://snyk.io/vuln/SNYK-JS-LODASH-73639 NEWLINE https://www.cve.org/CVERecord?id=CVE-2019-1010266,Admin User (admin),1,,,False,,,,,,,Medium,,,90,90,2026-02-01,2026-02-01,,,,True,,Trivy Scan,33,0,CVE-2019-1010266 Lodash 2.4.2,False,False,,,True,,,,Trivy Scan,1,Labs Security Testing,1,Juice Shop,,CVE-2019-1010266,
True,lodash,2.4.2,2025-11-03 13:39:12.732109+00:00,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,5.3,,,0,2025-11-03,,,"nodejs-lodash: ReDoS via the toNumber, trim and trimEnd functions NEWLINE **Target:** Node.js NEWLINE **Type:** node-pkg NEWLINE **Fixed version:** 4.17.21 NEWLINE  NEWLINE Lodash versions prior to 4.17.21 are vulnerable to Regular Expression Denial of Service (ReDoS) via the toNumber, trim and trimEnd functions. NEWLINE ",False,,,False,,,,False,juice-shop/node_modules/sanitize-html/node_modules/lodash/package.json,,True,False,,False,,6fd45023d26ba9cefdb3da181ab406b5d2ac7de9b3938704c9a8082ef4a66cbd,1157,fixed,False,,False,2025-11-03 13:39:12.388019+00:00,Admin User (admin),1,2025-11-03 13:39:12.732091+00:00,,,,,4.17.21,,S2,False,,,,,,,,False,https://access.redhat.com/security/cve/CVE-2020-28500 NEWLINE https://cert-portal.siemens.com/productcert/pdf/ssa-637483.pdf NEWLINE https://github.com/advisories/GHSA-29mw-wpgm-hmr9 NEWLINE https://github.com/lodash/lodash NEWLINE https://github.com/lodash/lodash/blob/npm/trimEnd.js NEWLINE https://github.com/lodash/lodash/blob/npm/trimEnd.js#L8 NEWLINE https://github.com/lodash/lodash/blob/npm/trimEnd.js%23L8 NEWLINE https://github.com/lodash/lodash/commit/c4847ebe7d14540bb28a8b932a9ce1b9ecbfee1a NEWLINE https://github.com/lodash/lodash/pull/5065 NEWLINE https://github.com/lodash/lodash/pull/5065/commits/02906b8191d3c100c193fe6f7b27d1c40f200bb7 NEWLINE https://github.com/rubysec/ruby-advisory-db/blob/master/gems/lodash-rails/CVE-2020-28500.yml NEWLINE https://nvd.nist.gov/vuln/detail/CVE-2020-28500 NEWLINE https://security.netapp.com/advisory/ntap-20210312-0006 NEWLINE https://security.netapp.com/advisory/ntap-20210312-0006/ NEWLINE https://snyk.io/vuln/SNYK-JAVA-ORGFUJIONWEBJARS-1074896 NEWLINE https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARS-1074894 NEWLINE https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARSBOWER-1074892 NEWLINE https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARSBOWERGITHUBLODASH-1074895 NEWLINE https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARSNPM-1074893 NEWLINE https://snyk.io/vuln/SNYK-JS-LODASH-1018905 NEWLINE https://www.cve.org/CVERecord?id=CVE-2020-28500 NEWLINE https://www.oracle.com//security-alerts/cpujul2021.html NEWLINE https://www.oracle.com/security-alerts/cpujan2022.html NEWLINE https://www.oracle.com/security-alerts/cpujul2022.html NEWLINE https://www.oracle.com/security-alerts/cpuoct2021.html,Admin User (admin),1,,,False,,,,,,,Medium,,,90,90,2026-02-01,2026-02-01,,,,True,,Trivy Scan,33,0,CVE-2020-28500 Lodash 2.4.2,False,False,,,True,,,,Trivy Scan,1,Labs Security Testing,1,Juice Shop,,CVE-2020-28500,
True,lodash,2.4.2,2025-11-03 13:39:12.739073+00:00,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N,6.5,,,471,2025-11-03,,,"lodash: Prototype pollution in utilities function NEWLINE **Target:** Node.js NEWLINE **Type:** node-pkg NEWLINE **Fixed version:** >=4.17.5 NEWLINE  NEWLINE lodash node module before 4.17.5 suffers from a Modification of Assumed-Immutable Data (MAID) vulnerability via defaultsDeep, merge, and mergeWith functions, which allows a malicious user to modify the prototype of ""Object"" via __proto__, causing the addition or modification of an existing property that will exist on all objects. NEWLINE ",False,,,False,,,,False,juice-shop/node_modules/sanitize-html/node_modules/lodash/package.json,,True,False,,False,,eb9fa72a658a47ed4d2548450ae463c5d1a45043e47c6be2af7f74c1e27901ee,1158,fixed,False,,False,2025-11-03 13:39:12.388019+00:00,Admin User (admin),1,2025-11-03 13:39:12.739053+00:00,,,,,>=4.17.5,,S2,False,,,,,,,,False,https://access.redhat.com/security/cve/CVE-2018-3721 NEWLINE https://github.com/advisories/GHSA-fvqr-27wr-82fm NEWLINE https://github.com/lodash/lodash/commit/d8e069cc3410082e44eb18fcf8e7f3d08ebe1d4a NEWLINE https://github.com/rubysec/ruby-advisory-db/blob/master/gems/lodash-rails/CVE-2018-3721.yml NEWLINE https://hackerone.com/reports/310443 NEWLINE https://nvd.nist.gov/vuln/detail/CVE-2018-3721 NEWLINE https://security.netapp.com/advisory/ntap-20190919-0004 NEWLINE https://security.netapp.com/advisory/ntap-20190919-0004/ NEWLINE https://snyk.io/vuln/npm:lodash:20180130 NEWLINE https://www.cve.org/CVERecord?id=CVE-2018-3721 NEWLINE https://www.npmjs.com/advisories/577,Admin User (admin),1,,,False,,,,,,,Medium,,,90,90,2026-02-01,2026-02-01,,,,True,,Trivy Scan,33,0,CVE-2018-3721 Lodash 2.4.2,False,False,,,True,,,,Trivy Scan,1,Labs Security Testing,1,Juice Shop,,CVE-2018-3721,
True,sanitize-html,1.4.2,2025-11-03 13:39:12.883728+00:00,,,,,0,2025-11-03,,,"Cross Site Scripting NEWLINE **Target:** Node.js NEWLINE **Type:** node-pkg NEWLINE **Fixed version:** >=1.11.4 NEWLINE  NEWLINE Sanitize-html is a library for scrubbing html input of malicious values. NEWLINE  NEWLINE Versions 1.11.1 and below are vulnerable to cross site scripting (XSS) in certain scenarios: NEWLINE  NEWLINE If allowed at least one nonTextTags, the result is a potential XSS vulnerability. NEWLINE PoC: NEWLINE  NEWLINE ``` NEWLINE var sanitizeHtml = require('sanitize-html'); NEWLINE  NEWLINE var dirty = '!<textarea>&lt;/textarea&gt;<svg/onload=prompt`xs`&gt;</textarea>!'; NEWLINE var clean = sanitizeHtml(dirty, { NEWLINE     allowedTags: [ 'textarea' ] NEWLINE }); NEWLINE  NEWLINE console.log(clean); NEWLINE  NEWLINE // !<textarea></textarea><svg/onload=prompt`xs`></textarea>! NEWLINE ``` NEWLINE ",False,,,False,,,,False,juice-shop/node_modules/sanitize-html/package.json,,True,False,,False,,1556c4b9addde5d67ac9abb9fa80caafee790e0332228ff50074decd508de4a1,1178,fixed,False,,False,2025-11-03 13:39:12.388019+00:00,Admin User (admin),1,2025-11-03 13:39:12.883710+00:00,,,,,>=1.11.4,,S2,False,,,,,,,,False,https://github.com/punkave/sanitize-html/commit/5d205a1005ba0df80e21d8c64a15bb3accdb2403 NEWLINE https://github.com/punkave/sanitize-html/issues/100,Admin User (admin),1,,,False,,,,,,,Medium,,,90,90,2026-02-01,2026-02-01,,,,True,,Trivy Scan,33,0,NSWG-ECO-154 Sanitize-HTML 1.4.2,False,False,,,True,,,,Trivy Scan,1,Labs Security Testing,1,Juice Shop,,NSWG-ECO-154,
True,micromatch,3.1.10,2025-11-03 13:39:12.765865+00:00,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,5.3,,,1333,2025-11-03,,,"micromatch: vulnerable to Regular Expression Denial of Service NEWLINE **Target:** Node.js NEWLINE **Type:** node-pkg NEWLINE **Fixed version:** 4.0.8 NEWLINE  NEWLINE The NPM package `micromatch` prior to 4.0.8 is vulnerable to Regular Expression Denial of Service (ReDoS). The vulnerability occurs in `micromatch.braces()` in `index.js` because the pattern `.*` will greedily match anything. By passing a malicious payload, the pattern matching will keep backtracking to the input while it doesn't find the closing bracket. As the input size increases, the consumption time will also increase until it causes the application to hang or slow down. There was a merged fix but further testing shows the issue persists. This issue should be mitigated by using a safe pattern that won't start backtracking the regular expression due to greedy matching. This issue was fixed in version 4.0.8. NEWLINE ",False,,,False,,,,False,juice-shop/node_modules/micromatch/package.json,,True,False,,False,,a582bdaa0e12860e1d5d6992004688fcc2bafbc0fff2e288de6decebb0cc0d19,1162,fixed,False,,False,2025-11-03 13:39:12.388019+00:00,Admin User (admin),1,2025-11-03 13:39:12.765803+00:00,,,,,4.0.8,,S2,False,,,,,,,,False,https://access.redhat.com/security/cve/CVE-2024-4067 NEWLINE https://advisory.checkmarx.net/advisory/CVE-2024-4067 NEWLINE https://advisory.checkmarx.net/advisory/CVE-2024-4067/ NEWLINE https://devhub.checkmarx.com/cve-details/CVE-2024-4067 NEWLINE https://devhub.checkmarx.com/cve-details/CVE-2024-4067/ NEWLINE https://github.com/micromatch/micromatch NEWLINE https://github.com/micromatch/micromatch/blob/2c56a8604b68c1099e7bc0f807ce0865a339747a/index.js#L448 NEWLINE https://github.com/micromatch/micromatch/commit/03aa8052171e878897eee5d7bb2ae0ae83ec2ade NEWLINE https://github.com/micromatch/micromatch/commit/500d5d6f42f0e8dfa1cb5464c6cb420b1b6aaaa0 NEWLINE https://github.com/micromatch/micromatch/issues/243 NEWLINE https://github.com/micromatch/micromatch/pull/247 NEWLINE https://github.com/micromatch/micromatch/pull/266 NEWLINE https://github.com/micromatch/micromatch/releases/tag/4.0.8 NEWLINE https://nvd.nist.gov/vuln/detail/CVE-2024-4067 NEWLINE https://www.cve.org/CVERecord?id=CVE-2024-4067,Admin User (admin),1,,,False,,,,,,,Medium,,,90,90,2026-02-01,2026-02-01,,,,True,,Trivy Scan,33,0,CVE-2024-4067 Micromatch 3.1.10,False,False,,,True,,,,Trivy Scan,1,Labs Security Testing,1,Juice Shop,,CVE-2024-4067,
True,moment,2.0.0,2025-11-03 13:39:12.790795+00:00,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,6.5,,,400,2025-11-03,,,"moment.js: regular expression denial of service NEWLINE **Target:** Node.js NEWLINE **Type:** node-pkg NEWLINE **Fixed version:** >=2.11.2 NEWLINE  NEWLINE The duration function in the moment package before 2.11.2 for Node.js allows remote attackers to cause a denial of service (CPU consumption) via a long string, aka a ""regular expression Denial of Service (ReDoS)."" NEWLINE ",False,,,False,,,,False,juice-shop/node_modules/express-jwt/node_modules/moment/package.json,,True,False,,False,,a59896b792394ea8048de2be7a3353717f1e01a778c29db32167b7bd22db6e18,1165,fixed,False,,False,2025-11-03 13:39:12.388019+00:00,Admin User (admin),1,2025-11-03 13:39:12.790775+00:00,,,,,>=2.11.2,,S2,False,,,,,,,,False,http://www.openwall.com/lists/oss-security/2016/04/20/11 NEWLINE http://www.oracle.com/technetwork/security-advisory/cpujul2018-4258247.html NEWLINE http://www.securityfocus.com/bid/95849 NEWLINE https://access.redhat.com/security/cve/CVE-2016-4055 NEWLINE https://github.com/advisories/GHSA-87vv-r9j6-g5qv NEWLINE https://github.com/moment/moment NEWLINE https://lists.apache.org/thread.html/10f0f3aefd51444d1198c65f44ffdf2d78ca3359423dbc1c168c9731%40%3Cdev.flink.apache.org%3E NEWLINE https://lists.apache.org/thread.html/10f0f3aefd51444d1198c65f44ffdf2d78ca3359423dbc1c168c9731@%3Cdev.flink.apache.org%3E NEWLINE https://lists.apache.org/thread.html/17ff53f7999e74fbe3cc0ceb4e1c3b00b180b7c5afec8e978837bc49%40%3Cuser.flink.apache.org%3E NEWLINE https://lists.apache.org/thread.html/17ff53f7999e74fbe3cc0ceb4e1c3b00b180b7c5afec8e978837bc49@%3Cuser.flink.apache.org%3E NEWLINE https://lists.apache.org/thread.html/52bafac05ad174000ea465fe275fd3cc7bd5c25535a7631c0bc9bfb2%40%3Cuser.flink.apache.org%3E NEWLINE https://lists.apache.org/thread.html/52bafac05ad174000ea465fe275fd3cc7bd5c25535a7631c0bc9bfb2@%3Cuser.flink.apache.org%3E NEWLINE https://lists.apache.org/thread.html/54df3aeb4239b64b50b356f0ca6f986e3c4ca5b84c515dce077c7854%40%3Cuser.flink.apache.org%3E NEWLINE https://lists.apache.org/thread.html/54df3aeb4239b64b50b356f0ca6f986e3c4ca5b84c515dce077c7854@%3Cuser.flink.apache.org%3E NEWLINE https://nodesecurity.io/advisories/55 NEWLINE https://nvd.nist.gov/vuln/detail/CVE-2016-4055 NEWLINE https://ubuntu.com/security/notices/USN-4786-1 NEWLINE https://www.cve.org/CVERecord?id=CVE-2016-4055 NEWLINE https://www.npmjs.com/advisories/55 NEWLINE https://www.owasp.org/index.php/Regular_expression_Denial_of_Service_-_ReDoS NEWLINE https://www.tenable.com/security/tns-2019-02,Admin User (admin),1,,,False,,,,,,,Medium,,,90,90,2026-02-01,2026-02-01,,,,True,,Trivy Scan,33,0,CVE-2016-4055 Moment 2.0.0,False,False,,,True,,,,Trivy Scan,1,Labs Security Testing,1,Juice Shop,,CVE-2016-4055,
True,,,2025-11-03 13:39:12.962976+00:00,,,,,0,2025-11-03,,,"JWT token NEWLINE **Category:** JWT NEWLINE **Match:** ocalStorage.setItem('token', '*******************************************************************************************************************************') NEWLINE ",False,,,False,,,,False,/juice-shop/frontend/src/app/last-login-ip/last-login-ip.component.spec.ts,,True,False,,False,,6c9572977f620536efdd2d856681e6b2907af0dbd7eeab0b8b80dbbadcc59b03,1190,,False,,False,2025-11-03 13:39:12.388019+00:00,Admin User (admin),1,2025-11-03 13:39:12.962958+00:00,61,,,,,,S2,False,,,,,,,,False,,Admin User (admin),1,,,False,,,,,,,Medium,,,90,90,2026-02-01,2026-02-01,,,,True,,Trivy Scan,33,0,Secret Detected in /juice-shop/frontend/src/app/last-login-ip/last-login-ip.component.spec.ts - JWT Token,False,False,,,False,,,,Trivy Scan,1,Labs Security Testing,1,Juice Shop,,,
True,multer,1.4.5-lts.2,2025-11-03 13:39:12.812589+00:00,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,5.3,,,248,2025-11-03,,,"multer: Multer vulnerable to Denial of Service via unhandled exception NEWLINE **Target:** Node.js NEWLINE **Type:** node-pkg NEWLINE **Fixed version:** 2.0.1 NEWLINE  NEWLINE Multer is a node.js middleware for handling `multipart/form-data`. A vulnerability that is present starting in version 1.4.4-lts.1 and prior to version 2.0.1 allows an attacker to trigger a Denial of Service (DoS) by sending an upload file request with an empty string field name. This request causes an unhandled exception, leading to a crash of the process. Users should upgrade to `2.0.1` to receive a patch. No known workarounds are available. NEWLINE ",False,,,False,,,,False,juice-shop/node_modules/multer/package.json,,True,False,,False,,7d3de70cae56617e3a563477a3ede841657fd93ffcee6873ab31247209682695,1168,fixed,False,,False,2025-11-03 13:39:12.388019+00:00,Admin User (admin),1,2025-11-03 13:39:12.812570+00:00,,,,,2.0.1,,S2,False,,,,,,,,False,https://access.redhat.com/security/cve/CVE-2025-48997 NEWLINE https://github.com/expressjs/multer NEWLINE https://github.com/expressjs/multer/commit/35a3272b611945155e046dd5cef11088587635e9 NEWLINE https://github.com/expressjs/multer/issues/1233 NEWLINE https://github.com/expressjs/multer/pull/1256 NEWLINE https://github.com/expressjs/multer/security/advisories/GHSA-g5hg-p3ph-g8qg NEWLINE https://nvd.nist.gov/vuln/detail/CVE-2025-48997 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-48997,Admin User (admin),1,,,False,,,,,,,Medium,,,90,90,2026-02-01,2026-02-01,,,,True,,Trivy Scan,33,0,CVE-2025-48997 Multer 1.4.5-lts.2,False,False,,,True,,,,Trivy Scan,1,Labs Security Testing,1,Juice Shop,,CVE-2025-48997,
True,notevil,1.3.3,2025-11-03 13:39:12.827180+00:00,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,6.5,,,1321,2025-11-03,,,"Sandbox escape in notevil and argencoders-notevil NEWLINE **Target:** Node.js NEWLINE **Type:** node-pkg NEWLINE **Fixed version:**  NEWLINE  NEWLINE This affects all versions of package notevil; all versions of package argencoders-notevil. It is vulnerable to Sandbox Escape leading to Prototype pollution. The package fails to restrict access to the main context, allowing an attacker to add or modify an object's prototype. **Note:** This vulnerability derives from an incomplete fix in [SNYK-JS-NOTEVIL-608878](https://security.snyk.io/vuln/SNYK-JS-NOTEVIL-608878). NEWLINE ",False,,,False,,,,False,juice-shop/node_modules/notevil/package.json,,False,False,,False,,3a6874fa5fa6840d961fde6018b4c34d819ae477a711f7ed9ce20ba68b9a692b,1170,affected,False,,False,2025-11-03 13:39:12.388019+00:00,Admin User (admin),1,2025-11-03 13:39:12.827160+00:00,,,,,,,S2,False,,,,,,,,False,https://github.com/mmckegg/notevil NEWLINE https://nvd.nist.gov/vuln/detail/CVE-2021-23771 NEWLINE https://snyk.io/vuln/SNYK-JS-ARGENCODERSNOTEVIL-2388587 NEWLINE https://snyk.io/vuln/SNYK-JS-NOTEVIL-2385946,Admin User (admin),1,,,False,,,,,,,Medium,,,90,90,2026-02-01,2026-02-01,,,,True,,Trivy Scan,33,0,CVE-2021-23771 Notevil 1.3.3,False,False,,,True,,,,Trivy Scan,1,Labs Security Testing,1,Juice Shop,,CVE-2021-23771,
True,sanitize-html,1.4.2,2025-11-03 13:39:12.841290+00:00,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,6.1,,,79,2025-11-03,,,XSS - Sanitization not applied recursively NEWLINE **Target:** Node.js NEWLINE **Type:** node-pkg NEWLINE **Fixed version:** >=1.4.3 NEWLINE  NEWLINE sanitize-html before 1.4.3 has XSS. NEWLINE ,False,,,False,,,,False,juice-shop/node_modules/sanitize-html/package.json,,True,False,,False,,8d4c9110ce8a3351615a19b704b9f645885f3dbc5b8339833a3b297978839af2,1172,fixed,False,,False,2025-11-03 13:39:12.388019+00:00,Admin User (admin),1,2025-11-03 13:39:12.841274+00:00,,,,,>=1.4.3,,S2,False,,,,,,,,False,https://github.com/apostrophecms/sanitize-html/commit/762fbc7bba389f3f789cc291c1eb2b64f60f2caf NEWLINE https://github.com/apostrophecms/sanitize-html/issues/29 NEWLINE https://github.com/punkave/sanitize-html/issues/29 NEWLINE https://nodesecurity.io/advisories/135 NEWLINE https://nvd.nist.gov/vuln/detail/CVE-2016-1000237 NEWLINE https://raw.githubusercontent.com/distributedweaknessfiling/cvelist/master/2016/1000xxx/CVE-2016-1000237.json NEWLINE https://www.npmjs.com/advisories/135,Admin User (admin),1,,,False,,,,,,,Medium,,,90,90,2026-02-01,2026-02-01,,,,True,,Trivy Scan,33,0,CVE-2016-1000237 Sanitize-HTML 1.4.2,False,False,,,True,,,,Trivy Scan,1,Labs Security Testing,1,Juice Shop,,CVE-2016-1000237,
